state,state_abbr,restriction_desc,restriction_type,Policy Type,restriction_date
South Carolina,SC,Reopened casinos,end,Contact Reduction,2020-05-22 00:00:00
South Dakota,SD,State of emergency issued,start,Notification,2020-03-13 00:00:00
South Dakota,SD,Date closed K-12 public schools,start,Contact Reduction,2020-03-16 00:00:00
South Dakota,SD,Date vaccine allocation plan last updated,start,Notification,2021-03-30 00:00:00
South Dakota,SD,Date adults ages 80+ became eligible for COVID-19 vaccination,start,Notification,2021-01-18 00:00:00
South Dakota,SD,Date adults ages 75+ became eligible for COVID-19 vaccination,start,Notification,2021-01-18 00:00:00
South Dakota,SD,Date adults ages 70+ became eligible for COVID-19 vaccination,start,Notification,2021-02-22 00:00:00
South Dakota,SD,Date adults ages 65+ became eligible for COVID-19 vaccination,start,Notification,2021-02-22 00:00:00
South Dakota,SD,Date adults ages 60+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
South Dakota,SD,Date adults ages 55+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
South Dakota,SD,Date adults ages 50+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
South Dakota,SD,Date adults ages 45+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
South Dakota,SD,Date adults ages 40+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
South Dakota,SD,Date adults ages 30+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
South Dakota,SD,Date K-12 school employees became eligible for COVID-19 vaccination,start,Notification,2021-03-08 00:00:00
South Dakota,SD,Date grocery store workers became eligible for COVID-19 vaccination,start,Notification,2021-03-22 00:00:00
South Dakota,SD,Date incarcerated people became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
South Dakota,SD,Date general public became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
South Dakota,SD,SNAP Waiver - Emergency Allotments to Current SNAP Households,start,Notification,2020-04-09 00:00:00
South Dakota,SD,SNAP Waiver - Pandemic EBT during school year 2019-2020,start,Notification,2020-06-22 00:00:00
South Dakota,SD,Modify Medicaid requirements with 1135 waivers (date of CMS approval),start,Notification,2020-03-24 00:00:00
South Dakota,SD,Allow audio-only telehealth,start,Notification,2020-04-15 00:00:00
South Dakota,SD,Allow/expand Medicaid telehealth coverage,start,Notification,2020-03-23 00:00:00
South Dakota,SD,Stopped personal visitation in state prisons,start,Contact Reduction,2020-03-12 00:00:00
South Dakota,SD,Resumed visitation in state prisons,end,Contact Reduction,2021-03-15 00:00:00
South Dakota,SD,Suspended elective medical procedures,start,Notification,2020-04-06 00:00:00
South Dakota,SD,Resumed elective medical procedures,end ,Notification,2020-04-28 00:00:00
South Dakota,SD,Waived one week waiting period for unemployment insurance,start,Notification,2020-03-28 00:00:00
South Dakota,SD,Stopped participating in pandemic-related federal unemployment benefit programs,end,Notification,2021-06-26 00:00:00
Tennessee,TN,State of emergency issued,start,Notification,2020-03-12 00:00:00
Tennessee,TN,Date closed K-12 public schools,start,Contact Reduction,2020-03-20 00:00:00
Tennessee,TN,Date banned visitors to nursing homes,start,Contact Reduction,2020-03-23 00:00:00
Tennessee,TN,Stay at home/ shelter in place,start,Contact Reduction,2020-04-02 00:00:00
Tennessee,TN,End/relax stay at home/shelter in place,end,Contact Reduction,2020-04-29 00:00:00
Tennessee,TN,Closed other non-essential businesses,start,Contact Reduction,2020-04-01 00:00:00
Tennessee,TN,Began to reopen businesses,end,Contact Reduction,2020-04-27 00:00:00
Tennessee,TN,Banned school face mask mandates,start,Mask/Vaccine Mandate,2021-08-16 00:00:00
Tennessee,TN,Judicial decision blocked state from enforcing bans on face mask mandates,end,Mask/Vaccine Mandate,2021-09-03 00:00:00
Tennessee,TN,Allowed restaurants to sell takeout alcohol,start,Contact Reduction,2020-03-23 00:00:00
Tennessee,TN,Allowed restaurants to deliver alcohol,start,Contact Reduction,2020-03-23 00:00:00
Tennessee,TN,Closed restaurants except take out,start,Contact Reduction,2020-03-24 00:00:00
Tennessee,TN,Reopen restaurants,end,Contact Reduction,2020-04-27 00:00:00
Tennessee,TN,Closed gyms,start,Contact Reduction,2020-03-23 00:00:00
Tennessee,TN,Reopened gyms,end,Contact Reduction,2020-05-01 00:00:00
Tennessee,TN,Closed movie theaters,start,Contact Reduction,2020-03-23 00:00:00
Tennessee,TN,Reopened movie theaters,end,Contact Reduction,2020-05-22 00:00:00
Tennessee,TN,Closed Bars,start,Contact Reduction,2020-03-23 00:00:00
Tennessee,TN,Reopen bars,end,Contact Reduction,2020-05-22 00:00:00
Tennessee,TN,Reopened hair salons/barber shops,end,Contact Reduction,2020-05-06 00:00:00
Tennessee,TN,Reopened other non-essential retail,end,Contact Reduction,2020-04-27 00:00:00
Tennessee,TN,Date vaccine allocation plan last updated,start,Notification,2021-03-08 00:00:00
Tennessee,TN,Date adults ages 80+ became eligible for COVID-19 vaccination,start,Notification,2021-01-01 00:00:00
Tennessee,TN,Date adults ages 75+ became eligible for COVID-19 vaccination,start,Notification,2021-01-01 00:00:00
Tennessee,TN,Date adults ages 70+ became eligible for COVID-19 vaccination,start,Notification,2021-02-02 00:00:00
Tennessee,TN,Date adults ages 65+ became eligible for COVID-19 vaccination,start,Notification,2021-02-22 00:00:00
Tennessee,TN,Date adults ages 60+ became eligible for COVID-19 vaccination,start,Notification,2021-03-18 00:00:00
Tennessee,TN,Date adults ages 55+ became eligible for COVID-19 vaccination,start,Notification,2021-03-18 00:00:00
Tennessee,TN,Date adults ages 50+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Tennessee,TN,Date adults ages 45+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Tennessee,TN,Date adults ages 40+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Tennessee,TN,Date adults ages 30+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Tennessee,TN,Date K-12 school employees became eligible for COVID-19 vaccination,start,Notification,2021-02-22 00:00:00
Tennessee,TN,Date grocery store workers became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Tennessee,TN,Date incarcerated people became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Tennessee,TN,Date general public became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Tennessee,TN,First overall eviction moratorium start,start,Notification,2020-03-13 00:00:00
Tennessee,TN,First overall eviction moratorium end,end,Notification,2020-06-01 00:00:00
Tennessee,TN,First eviction hearing ban start,start,Notification,2020-03-13 00:00:00
Tennessee,TN,First eviction hearing ban end,end,Notification,2020-06-01 00:00:00
Tennessee,TN,Non-payment limitation start,start,Notification,2020-03-13 00:00:00
Tennessee,TN,Non-payment limitation end,end,Notification,2020-06-01 00:00:00
Tennessee,TN,CARES Act pleading start,start,Notification,2020-05-26 00:00:00
Tennessee,TN,Utilities shutoff moratorium start,start,Notification,2020-03-27 00:00:00
Tennessee,TN,Utilities shutoff moratorium expiration,end,Notification,2020-08-29 00:00:00
Tennessee,TN,Utilities reconnection start,start,Notification,2020-03-27 00:00:00
Tennessee,TN,Utilities reconnection end,end,Notification,2020-08-29 00:00:00
Tennessee,TN,SNAP Waiver - Emergency Allotments to Current SNAP Households,start,Notification,2020-03-24 00:00:00
Tennessee,TN,SNAP Waiver - Pandemic EBT during school year 2019-2020,start,Notification,2020-05-19 00:00:00
Tennessee,TN,SNAP Waiver - Pandemic EBT during school year 2020-2021,start,Notification,2021-01-26 00:00:00
Tennessee,TN,Modify Medicaid requirements with 1135 waivers (date of CMS approval),start,Notification,2020-03-30 00:00:00
Tennessee,TN,Allow audio-only telehealth,start,Notification,2020-03-19 00:00:00
Tennessee,TN,Allow/expand Medicaid telehealth coverage,start,Notification,2020-03-13 00:00:00
Tennessee,TN,Stopped personal visitation in state prisons,start,Contact Reduction,2020-03-12 00:00:00
Tennessee,TN,Stopped legal visitation in state prisons,start,Contact Reduction,2020-03-12 00:00:00
Tennessee,TN,Resumed visitation in state prisons,end,Contact Reduction,2021-04-10 00:00:00
Tennessee,TN,Suspended elective medical procedures,start,Notification,2020-03-24 00:00:00
Tennessee,TN,Resumed elective medical procedures,end ,Notification,2020-05-01 00:00:00
Tennessee,TN,Waived one week waiting period for unemployment insurance,start,Notification,2020-03-19 00:00:00
Tennessee,TN,Extended Benefits program activated,start,Notification,2020-05-31 00:00:00
Tennessee,TN,Extended Benefits program deactivated,end,Notification,2020-11-07 00:00:00
Tennessee,TN,Stopped participating in pandemic-related federal unemployment benefit programs,end,Notification,2021-07-03 00:00:00
Texas,TX,State of emergency issued,start,Notification,2020-03-13 00:00:00
Texas,TX,Date closed K-12 public schools,start,Contact Reduction,2020-03-21 00:00:00
Texas,TX,Date banned visitors to nursing homes,start,Contact Reduction,2020-03-21 00:00:00
Texas,TX,Stay at home order' issued but did not specifically restrict movement of the general public,start,Contact Reduction,2020-04-02 00:00:00
Texas,TX,End/relax stay at home/shelter in place,end,Contact Reduction,2020-05-01 00:00:00
Texas,TX,Closed other non-essential businesses,start,Contact Reduction,2020-04-02 00:00:00
Texas,TX,Began to reopen businesses,end,Contact Reduction,2020-05-01 00:00:00
Texas,TX,Face mask mandate in public spaces,start,Mask/Vaccine Mandate,2020-07-03 00:00:00
Texas,TX,Face mask mandate for employees of public-facing businesses,start,Mask/Vaccine Mandate,2020-07-03 00:00:00
Texas,TX,Face mask mandate end for fully vaccinated,end,Mask/Vaccine Mandate,2021-03-10 00:00:00
Texas,TX,Ended face mask mandate,end,Mask/Vaccine Mandate,2021-03-10 00:00:00
Texas,TX,Banned school face mask mandates,start,Mask/Vaccine Mandate,2021-06-05 00:00:00
Texas,TX,Banned other local face mask mandates,start,Mask/Vaccine Mandate,2021-05-18 00:00:00
Texas,TX,Judicial decision blocked state from enforcing bans on face mask mandates,end,Mask/Vaccine Mandate,2021-08-25 00:00:00
Texas,TX,Allowed restaurants to sell takeout alcohol,start,Contact Reduction,2020-03-19 00:00:00
Texas,TX,Allowed restaurants to deliver alcohol,start,Contact Reduction,2020-03-19 00:00:00
Texas,TX,Closed restaurants except take out,start,Contact Reduction,2020-03-21 00:00:00
Texas,TX,Reopen restaurants,end,Contact Reduction,2020-05-01 00:00:00
Texas,TX,Closed gyms,start,Contact Reduction,2020-03-21 00:00:00
Texas,TX,Reopened gyms,end,Contact Reduction,2020-05-18 00:00:00
Texas,TX,Closed movie theaters,start,Contact Reduction,2020-04-02 00:00:00
Texas,TX,Reopened movie theaters,end,Contact Reduction,2020-05-01 00:00:00
Texas,TX,Closed Bars,start,Contact Reduction,2020-03-21 00:00:00
Texas,TX,Reopen bars,end,Contact Reduction,2020-05-29 00:00:00
Texas,TX,Reopened hair salons/barber shops,end,Contact Reduction,2020-05-08 00:00:00
Texas,TX,Reopened other non-essential retail,end,Contact Reduction,2020-05-01 00:00:00
Texas,TX,Began to reclose bars,start,Contact Reduction,2020-06-26 00:00:00
Texas,TX,Closed bars (x2),start,Contact Reduction,2020-06-26 00:00:00
Texas,TX,Reopened bars (x2),end,Contact Reduction,2020-10-14 00:00:00
Texas,TX,Mandate quarantine for those entering the state from specific settings,start,Contact Reduction,2020-03-26 00:00:00
Texas,TX,Date all mandated quarantines ended,end,Contact Reduction,2020-05-21 00:00:00
Texas,TX,Date vaccine allocation plan last updated,start,Notification,2020-12-17 00:00:00
Texas,TX,Date adults ages 80+ became eligible for COVID-19 vaccination,start,Notification,2020-12-28 00:00:00
Texas,TX,Date adults ages 75+ became eligible for COVID-19 vaccination,start,Notification,2020-12-28 00:00:00
Texas,TX,Date adults ages 70+ became eligible for COVID-19 vaccination,start,Notification,2020-12-28 00:00:00
Texas,TX,Date adults ages 65+ became eligible for COVID-19 vaccination,start,Notification,2020-12-28 00:00:00
Texas,TX,Date adults ages 60+ became eligible for COVID-19 vaccination,start,Notification,2021-03-15 00:00:00
Texas,TX,Date adults ages 55+ became eligible for COVID-19 vaccination,start,Notification,2021-03-15 00:00:00
Texas,TX,Date adults ages 50+ became eligible for COVID-19 vaccination,start,Notification,2021-03-15 00:00:00
Texas,TX,Date adults ages 45+ became eligible for COVID-19 vaccination,start,Notification,2021-03-29 00:00:00
Texas,TX,Date adults ages 40+ became eligible for COVID-19 vaccination,start,Notification,2021-03-29 00:00:00
Texas,TX,Date adults ages 30+ became eligible for COVID-19 vaccination,start,Notification,2021-03-29 00:00:00
Texas,TX,Date K-12 school employees became eligible for COVID-19 vaccination,start,Notification,2021-03-03 00:00:00
Texas,TX,Date grocery store workers became eligible for COVID-19 vaccination,start,Notification,2021-03-29 00:00:00
Texas,TX,Date incarcerated people became eligible for COVID-19 vaccination,start,Notification,2021-03-29 00:00:00
Texas,TX,Date general public became eligible for COVID-19 vaccination,start,Notification,2021-03-29 00:00:00
Texas,TX,First overall eviction moratorium start,start,Notification,2020-03-19 00:00:00
Texas,TX,First overall eviction moratorium end,end,Notification,2020-05-28 00:00:00
Texas,TX,First eviction hearing ban start,start,Notification,2020-03-19 00:00:00
Texas,TX,First eviction hearing ban end,end,Notification,2020-05-19 00:00:00
Texas,TX,First eviction enforcement ban start,start,Notification,2020-03-19 00:00:00
Texas,TX,First eviction enforcement ban end,end,Notification,2020-05-28 00:00:00
Texas,TX,CARES Act pleading start,start,Notification,2020-03-27 00:00:00
Texas,TX,CARES Act pleading end,end,Notification,2020-07-26 00:00:00
Texas,TX,CDC moratorium start,start,Notification,2020-09-17 00:00:00
Texas,TX,CDC moratorium end,end,Notification,2021-03-31 00:00:00
Texas,TX,SNAP Waiver - Emergency Allotments to Current SNAP Households,start,Notification,2020-04-06 00:00:00
Texas,TX,SNAP Waiver - Pandemic EBT during school year 2019-2020,start,Notification,2020-05-08 00:00:00
Texas,TX,SNAP Waiver - Pandemic EBT during school year 2020-2021,start,Notification,2021-03-22 00:00:00
Texas,TX,SNAP Waiver - Temporary Suspension of Claims Collection,start,Notification,2020-04-10 00:00:00
Texas,TX,Modify Medicaid requirements with 1135 waivers (date of CMS approval),start,Notification,2020-03-30 00:00:00
Texas,TX,Allow audio-only telehealth,start,Notification,2020-03-17 00:00:00
Texas,TX,Allow/expand Medicaid telehealth coverage,start,Notification,2020-03-17 00:00:00
Texas,TX,Stopped personal visitation in state prisons,start,Contact Reduction,2020-03-13 00:00:00
Texas,TX,Stopped legal visitation in state prisons,start,Contact Reduction,2020-03-13 00:00:00
Texas,TX,Resumed visitation in state prisons,end,Contact Reduction,2021-04-23 00:00:00
Texas,TX,Suspended elective medical procedures,start,Notification,2020-03-22 00:00:00
Texas,TX,Resumed elective medical procedures,end ,Notification,2020-05-08 00:00:00
Texas,TX,Waived one week waiting period for unemployment insurance,start,Notification,2020-03-17 00:00:00
Texas,TX,Extended Benefits program activated,start,Notification,2020-05-31 00:00:00
Texas,TX,Extended Benefits program deactivated,end,Notification,2021-09-11 00:00:00
Texas,TX,20-week Extended Benefits program activated,start,Notification,2020-07-05 00:00:00
Texas,TX,20-week Extended Benefits program deactivated,end,Notification,2020-10-10 00:00:00
Texas,TX,Stopped participating in pandemic-related federal unemployment benefit programs,end,Notification,2021-06-26 00:00:00
Utah,UT,State of emergency issued,start,Notification,2020-03-06 00:00:00
Utah,UT,Date closed K-12 public schools,start,Contact Reduction,2020-03-16 00:00:00
Utah,UT,Closed other non-essential businesses,start,Contact Reduction,2020-03-27 00:00:00
Utah,UT,Began to reopen businesses,end,Contact Reduction,2020-05-01 00:00:00
Utah,UT,Face mask mandate in public spaces,start,Mask/Vaccine Mandate,2020-04-10 00:00:00
Utah,UT,Face mask mandate x2,start,Mask/Vaccine Mandate,2020-11-09 00:00:00
Utah,UT,Face mask mandate for employees of public-facing businesses,start,Mask/Vaccine Mandate,2020-04-10 00:00:00
Utah,UT,Face mask mandate end for fully vaccinated,end,Mask/Vaccine Mandate,2021-04-10 00:00:00
Utah,UT,Ended face mask mandate,end,Mask/Vaccine Mandate,2020-05-01 00:00:00
Utah,UT,Ended face mask mandate x2,end,Mask/Vaccine Mandate,2021-04-10 00:00:00
Utah,UT,Banned school face mask mandates,start,Mask/Vaccine Mandate,2021-05-28 00:00:00
Utah,UT,Closed restaurants except take out,start,Contact Reduction,2020-03-20 00:00:00
Utah,UT,Reopen restaurants,end,Contact Reduction,2020-05-01 00:00:00
Utah,UT,Closed gyms,start,Contact Reduction,2020-03-27 00:00:00
Utah,UT,Reopened gyms,end,Contact Reduction,2020-05-01 00:00:00
Utah,UT,Closed movie theaters,start,Contact Reduction,2020-03-27 00:00:00
Utah,UT,Reopened movie theaters,end,Contact Reduction,2020-05-01 00:00:00
Utah,UT,Closed Bars,start,Contact Reduction,2020-03-19 00:00:00
Utah,UT,Reopen bars,end,Contact Reduction,2020-05-01 00:00:00
Utah,UT,Reopened hair salons/barber shops,end,Contact Reduction,2020-05-01 00:00:00
Utah,UT,Reopened religious gatherings,end,Contact Reduction,2020-05-06 00:00:00
Utah,UT,Reopened other non-essential retail,end,Contact Reduction,2020-05-01 00:00:00
Utah,UT,Mandate quarantine for all individuals entering the state,start,Contact Reduction,2020-04-10 00:00:00
Utah,UT,Date all mandated quarantines ended,end,Contact Reduction,2020-05-01 00:00:00
Utah,UT,Date vaccine allocation plan last updated,start,Notification,2021-01-25 00:00:00
Utah,UT,Date adults ages 80+ became eligible for COVID-19 vaccination,start,Notification,2021-01-18 00:00:00
Utah,UT,Date adults ages 75+ became eligible for COVID-19 vaccination,start,Notification,2021-01-18 00:00:00
Utah,UT,Date adults ages 70+ became eligible for COVID-19 vaccination,start,Notification,2021-02-18 00:00:00
Utah,UT,Date adults ages 65+ became eligible for COVID-19 vaccination,start,Notification,2021-02-18 00:00:00
Utah,UT,Date adults ages 60+ became eligible for COVID-19 vaccination,start,Notification,2021-03-08 00:00:00
Utah,UT,Date adults ages 55+ became eligible for COVID-19 vaccination,start,Notification,2021-03-08 00:00:00
Utah,UT,Date adults ages 50+ became eligible for COVID-19 vaccination,start,Notification,2021-03-08 00:00:00
Utah,UT,Date adults ages 45+ became eligible for COVID-19 vaccination,start,Notification,2021-03-24 00:00:00
Utah,UT,Date adults ages 40+ became eligible for COVID-19 vaccination,start,Notification,2021-03-24 00:00:00
Utah,UT,Date adults ages 30+ became eligible for COVID-19 vaccination,start,Notification,2021-03-24 00:00:00
Utah,UT,Date K-12 school employees became eligible for COVID-19 vaccination,start,Notification,2021-01-11 00:00:00
Utah,UT,Date grocery store workers became eligible for COVID-19 vaccination,start,Notification,2021-03-24 00:00:00
Utah,UT,Date incarcerated people became eligible for COVID-19 vaccination,start,Notification,2021-03-24 00:00:00
Utah,UT,Date general public became eligible for COVID-19 vaccination,start,Notification,2021-03-24 00:00:00
Utah,UT,First overall eviction moratorium start,start,Notification,2020-04-01 00:00:00
Utah,UT,First overall eviction moratorium end,end,Notification,2020-05-16 00:00:00
Utah,UT,First eviction enforcement ban start,start,Notification,2020-04-01 00:00:00
Utah,UT,First eviction enforcement ban end,end,Notification,2020-05-16 00:00:00
Utah,UT,COVID-19 hardship limitation start,start,Notification,2020-04-01 00:00:00
Utah,UT,COVID-19 hardship limitation end,end,Notification,2020-05-16 00:00:00
Utah,UT,CARES Act pleading start,start,Notification,2020-10-02 00:00:00
Utah,UT,CDC moratorium start,start,Notification,2020-10-02 00:00:00
Utah,UT,CDC moratorium end,end,Notification,2021-08-01 00:00:00
Utah,UT,SNAP Waiver - Emergency Allotments to Current SNAP Households,start,Notification,2020-04-15 00:00:00
Utah,UT,SNAP Waiver - Pandemic EBT during school year 2019-2020,start,Notification,2020-07-09 00:00:00
Utah,UT,Modify Medicaid requirements with 1135 waivers (date of CMS approval),start,Notification,2020-04-10 00:00:00
Utah,UT,Allow audio-only telehealth,start,Notification,2020-03-25 00:00:00
Utah,UT,Allow/expand Medicaid telehealth coverage,start,Notification,2020-03-20 00:00:00
Utah,UT,Stopped personal visitation in state prisons,start,Contact Reduction,2020-03-12 00:00:00
Utah,UT,Resumed visitation in state prisons,end,Contact Reduction,2021-06-18 00:00:00
Utah,UT,Suspended elective medical procedures,start,Notification,2020-03-25 00:00:00
Utah,UT,Resumed elective medical procedures,end ,Notification,2020-04-22 00:00:00
Utah,UT,Waived one week waiting period for unemployment insurance,start,Notification,2020-04-26 00:00:00
Utah,UT,Extended Benefits program activated,start,Notification,2020-06-28 00:00:00
Utah,UT,Extended Benefits program deactivated,end,Notification,2020-09-26 00:00:00
Utah,UT,Stopped participating in pandemic-related federal unemployment benefit programs,end,Notification,2021-06-26 00:00:00
Vermont,VT,State of emergency issued,start,Notification,2020-03-13 00:00:00
Vermont,VT,State of emergency lifted,end,Notification,2021-06-16 00:00:00
Vermont,VT,Date closed K-12 public schools,start,Contact Reduction,2020-03-18 00:00:00
Vermont,VT,Closed day cares,start,Contact Reduction,2020-03-18 00:00:00
Vermont,VT,Reopen day cares,end,Contact Reduction,2020-06-01 00:00:00
Vermont,VT,Date banned visitors to nursing homes,start,Contact Reduction,2020-03-13 00:00:00
Vermont,VT,Stay at home/ shelter in place,start,Contact Reduction,2020-03-24 00:00:00
Vermont,VT,End/relax stay at home/shelter in place,end,Contact Reduction,2020-05-15 00:00:00
Vermont,VT,Closed other non-essential businesses,start,Contact Reduction,2020-03-25 00:00:00
Vermont,VT,Began to reopen businesses,end,Contact Reduction,2020-04-27 00:00:00
Vermont,VT,Face mask mandate in public spaces,start,Mask/Vaccine Mandate,2020-08-01 00:00:00
Vermont,VT,Face mask mandate for employees of public-facing businesses,start,Mask/Vaccine Mandate,2020-04-17 00:00:00
Vermont,VT,Face mask mandate end for fully vaccinated,end,Mask/Vaccine Mandate,2021-05-14 00:00:00
Vermont,VT,Ended face mask mandate,end,Mask/Vaccine Mandate,2021-06-14 00:00:00
Vermont,VT,Allowed restaurants to sell takeout alcohol,start,Contact Reduction,2020-03-20 00:00:00
Vermont,VT,Allowed restaurants to deliver alcohol,start,Contact Reduction,2020-03-20 00:00:00
Vermont,VT,Closed restaurants except take out,start,Contact Reduction,2020-03-18 00:00:00
Vermont,VT,Reopen restaurants,end,Contact Reduction,2020-05-22 00:00:00
Vermont,VT,Closed gyms,start,Contact Reduction,2020-03-23 00:00:00
Vermont,VT,Reopened gyms,end,Contact Reduction,2020-06-01 00:00:00
Vermont,VT,Closed movie theaters,start,Contact Reduction,2020-03-25 00:00:00
Vermont,VT,Reopened movie theaters,end,Contact Reduction,2020-06-01 00:00:00
Vermont,VT,Closed Bars,start,Contact Reduction,2020-03-17 00:00:00
Vermont,VT,Reopen bars,end,Contact Reduction,2020-05-22 00:00:00
Vermont,VT,Reopened hair salons/barber shops,end,Contact Reduction,2020-05-29 00:00:00
Vermont,VT,Reopened religious gatherings,end,Contact Reduction,2020-05-23 00:00:00
Vermont,VT,Reopened other non-essential retail,end,Contact Reduction,2020-04-27 00:00:00
Vermont,VT,Allowed businesses to reopen overnight,end,Contact Reduction,2021-04-15 00:00:00
Vermont,VT,Began to reclose bars,start,Contact Reduction,2020-11-15 00:00:00
Vermont,VT,Closed bars (x2),start,Contact Reduction,2020-11-15 00:00:00
Vermont,VT,Reopened bars (x2),end,Contact Reduction,2021-03-24 00:00:00
Vermont,VT,Mandate quarantine for those entering the state from specific settings,start,Contact Reduction,2020-06-08 00:00:00
Vermont,VT,Mandate quarantine for all individuals entering the state,start,Contact Reduction,2020-03-30 00:00:00
Vermont,VT,Date all mandated quarantines ended,end,Contact Reduction,2021-05-14 00:00:00
Vermont,VT,Date vaccine allocation plan last updated,start,Notification,2021-03-02 00:00:00
Vermont,VT,Date adults ages 80+ became eligible for COVID-19 vaccination,start,Notification,2021-01-25 00:00:00
Vermont,VT,Date adults ages 75+ became eligible for COVID-19 vaccination,start,Notification,2021-01-25 00:00:00
Vermont,VT,Date adults ages 70+ became eligible for COVID-19 vaccination,start,Notification,2021-02-16 00:00:00
Vermont,VT,Date adults ages 65+ became eligible for COVID-19 vaccination,start,Notification,2021-03-01 00:00:00
Vermont,VT,Date adults ages 60+ became eligible for COVID-19 vaccination,start,Notification,2021-03-25 00:00:00
Vermont,VT,Date adults ages 55+ became eligible for COVID-19 vaccination,start,Notification,2021-03-29 00:00:00
Vermont,VT,Date adults ages 50+ became eligible for COVID-19 vaccination,start,Notification,2021-03-29 00:00:00
Vermont,VT,Date adults ages 45+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Vermont,VT,Date adults ages 40+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Vermont,VT,Date adults ages 30+ became eligible for COVID-19 vaccination,start,Notification,2021-04-12 00:00:00
Vermont,VT,Date K-12 school employees became eligible for COVID-19 vaccination,start,Notification,2021-03-08 00:00:00
Vermont,VT,Date grocery store workers became eligible for COVID-19 vaccination,start,Notification,2021-04-19 00:00:00
Vermont,VT,Date incarcerated people became eligible for COVID-19 vaccination,start,Notification,2021-04-19 00:00:00
Vermont,VT,Date general public became eligible for COVID-19 vaccination,start,Notification,2021-04-19 00:00:00
Vermont,VT,First overall eviction moratorium start,start,Notification,2020-03-17 00:00:00
Vermont,VT,First overall eviction moratorium end,end,Notification,2021-07-15 00:00:00
Vermont,VT,First eviction initiation ban start,start,Notification,2020-05-14 00:00:00
Vermont,VT,First eviction initiation ban end,end,Notification,2021-07-15 00:00:00
Vermont,VT,First eviction hearing ban start,start,Notification,2020-03-17 00:00:00
Vermont,VT,First eviction hearing ban end,end,Notification,2021-07-15 00:00:00
Vermont,VT,First eviction enforcement ban start,start,Notification,2020-05-14 00:00:00
Vermont,VT,First eviction enforcement ban end,end,Notification,2021-07-15 00:00:00
Vermont,VT,CARES Act pleading start,start,Notification,2020-03-27 00:00:00
Vermont,VT,Utilities shutoff moratorium start,start,Notification,2020-03-18 00:00:00
Vermont,VT,Utilities shutoff moratorium expiration,end,Notification,2020-10-15 00:00:00
Vermont,VT,Second utilities shutoff moratorium start,start,Notification,2020-12-22 00:00:00
Vermont,VT,Utilities reconnection start,start,Notification,2021-05-31 00:00:00
Vermont,VT,SNAP Waiver - Emergency Allotments to Current SNAP Households,start,Notification,2020-03-27 00:00:00
Vermont,VT,SNAP Waiver - Pandemic EBT during school year 2019-2020,start,Notification,2020-05-04 00:00:00
Vermont,VT,SNAP Waiver - Pandemic EBT during school year 2020-2021,start,Notification,2021-01-15 00:00:00
Vermont,VT,Modify Medicaid requirements with 1135 waivers (date of CMS approval),start,Notification,2020-03-30 00:00:00
Vermont,VT,Reopened ACA enrollment using a special enrollment period,start,Notification,2020-03-20 00:00:00
Vermont,VT,Allow audio-only telehealth,start,Notification,2020-03-20 00:00:00
Vermont,VT,Allow/expand Medicaid telehealth coverage,start,Notification,2020-03-30 00:00:00
Vermont,VT,Stopped personal visitation in state prisons,start,Contact Reduction,2020-03-13 00:00:00
Vermont,VT,Suspended elective medical procedures,start,Notification,2020-03-20 00:00:00
Vermont,VT,Resumed elective medical procedures,end ,Notification,2020-05-04 00:00:00
Vermont,VT,Waived one week waiting period for unemployment insurance,start,Notification,2020-04-15 00:00:00
Vermont,VT,Extended Benefits program activated,start,Notification,2020-05-03 00:00:00
Vermont,VT,Extended Benefits program deactivated,end,Notification,2020-12-19 00:00:00
Vermont,VT,20-week Extended Benefits program activated,start,Notification,2020-07-05 00:00:00
Vermont,VT,20-week Extended Benefits program deactivated,end,Notification,2020-10-10 00:00:00
Virginia,VA,State of emergency issued,start,Notification,2020-03-12 00:00:00
Virginia,VA,State of emergency lifted,end,Notification,2021-07-01 00:00:00
Virginia,VA,Date closed K-12 public schools,start,Contact Reduction,2020-03-16 00:00:00
Virginia,VA,Stay at home/ shelter in place,start,Contact Reduction,2020-03-30 00:00:00
Virginia,VA,End/relax stay at home/shelter in place,end,Contact Reduction,2020-05-29 00:00:00
